,id,titolo,modello,desc,link,anno,chilometri,cambio,price
277,279,Ferrari 308 gt4 meccanica perfetta,208/308/328/GTO,"Auto in condizioni da concorso sia di interni che esterno carrozzeria..non un minimo punto di ruggine passante...cerchi perfetti, gomme ottime, mai incidentata,.. non un minimo segno tutta originale nata nel suo colore rosso Ferrari con interni bicolore in velluto beige- rosso un vero spettacolo.. aria condizionata ,motore perfetto, cinghie fatte da poco nessun lavoro da fare... auto da museo.. maggiori informazioni signor Michele Pellizzer 3355747950 ottimo investimento sicura rivalutazione per questa rarissima 308 Dino con motore 3000 8 cilindri un vero pezzo di storia italiana firmata Ferrari. 
  
 Nota bene, alcuni dettagli presenti nella descrizione delle vetture potrebbero contenere alcuni involontari errori, si prega di chiedere sempre conferma di tutte le caratteristiche presenti nella descrizione online delle vetture.",https://www.subito.it/auto/ferrari-308-gt4-meccanica-perfetta-vicenza-327417842.htm,01/1970,45000,Manuale,85600
278,280,Ferrari Mondial Mondial 8 restauro totale,Mondial,"Auto nata di colore rosso completamente smontata e riverniciata nel suo colore originale, interni rivisti in ogni suo minimo particolare e dettaglio, testate completamente rifatte con rettifica totale, valvole nuove e guarnizioni nuove, filettature e moltissimi altri pezzi sostituiti nuovi presse rete di vendita ufficiale italiana e inglese (dove dispongono di un magazzino per i ricambi di questo modello), revisioni pompe, spianatura teste, pulegge distribuzione con distribuzione completa nuova. Il tutto eseguito presso officina competente con pezzi nuovi, frizione anch'essa sostituita (disco e spingidisco), revisione freni, impianto fari e revisione impianto elettrico.. Alla fine sono stati spesi una marea di soldi.. L'auto è veramente molto molto bella e meccanicamente pronta all'uso!! Per maggiori informazioni contattate signor Michele Pellizzer 335 57 47 950",https://www.subito.it/auto/ferrari-mondial-mondial-8-restauro-totale-vicenza-327417835.htm,07/1981,69900,-,38500
279,281,Ferrari 348 Spider cat 27800 KM ORIGINALI,348,"Auto praticamente di unica mano..Tutta originale, libretto targhe dellepoca di prima immatricolazione, auto che è stata di proprietà di un signore ora purtroppo defunto, dopo anni gli eredi si sono decisi a venderla,Lauto ha girato fino allanno 2003.. vedi ancora lultima revisione andando sul portale dellautomobilista poi non A più girato se non messa in moto periodicamente, ad ottobre 2019 lauto è stata portata presso officina autorizzata Ferrari in Vicenza Dove è stato effettuato tutto quello che meritava di essere fatto.. spesi quasi 6000 € cinghia distribuzione olio filtri eccetera.. oltre a questa cifra entrambi i radiatori sono stati smontati e revisionati completamente presso servizio radiatori in Vicenza altro conto... revisione pompa freni ABS .. E moltissimo altro ancora.. considerazioni personali; pensiamo questa auto sia veramente unica con un chilometraggio originale al 100% così ridotto causa inutilizzo da 15 anni.. costruita in pochi esemplari ottimo investimento e sicura rivalutazione per questa bellissima spider della casa del cavallino.. maggiori informazioni signor Michele Pellizzer 335 57 47 950 book service e doppie chiavi disponibili e anche tutti i pezzi che sono stati sostituiti!",https://www.subito.it/auto/ferrari-348-spider-cat-27800-km-originali-vicenza-327417595.htm,01/1994,27808,Manuale,89990
280,282,Ferrari testarossa monodado - 1987,Testarossa/512 TR,"Auto dotata a dir poco di una bellezza sconvolgente ,perfetta in ogni particolare ,mai incidentata completa del suo book Service originale,doppie chiavi ,versione monodado,praticamente già doppia accensione Che gira decisamente meglio della prima versione mono specchio..forse la più riuscita di tutte le serie prodotte,pochissimi chilometri originali percorsi, ottimo investimento ,quotazioni in rialzo per questa splendida berlinetta denominata Testarossa-targhe originali,documenti in regola, iscritta Asi, usata solo per svago.. 3 unità disponibili entrambe Monodado-maggiori informazioni telefonare al signor Michele Pellizzer 3355747950 no perditempo grazie. 
  
 Nota bene, alcuni dettagli presenti nella descrizione delle vetture potrebbero contenere alcuni involontari errori, si prega di chiedere sempre conferma di tutte le caratteristiche presenti nella descrizione online delle vetture.",https://www.subito.it/auto/ferrari-testarossa-monodado-1987-vicenza-327417050.htm,01/1987,25000,Manuale,118000
281,283,Ferrari 208 gts unico proprietario pari al nuovo,208/308/328/GTO,"Auto unico proprietario da sempre, targhe originali ROMA ,libretto originale ,tessera di tagliandi correllata dei suoi manuali usi e manutenzione tutto in condizioni esattamente come nuove incredibile ma vero dopo quasi 40anni un simile stato di conservazione..... doppie chiavi tripla chiave ancora sigillata nel sacchettino celofan marchiato Ferrari.. dispone ancora persino della sua maniglia in caso di rottura degli alza cristalli elettrici per sollevarli a mano.. interni pari al nuovo,moquette e pellami perfetti ed originali, carrozzeria impeccabile, sempre tagliandata Ferrari service SAMOCAR Roma.. poco più di 100 esemplari prodotti in questa rarissima versione GTS da non confondere con la coupè.. abbinamento colori al top per charme ed eleganza.. pensiamo sia sicuramente una delle più belle 208 GTS ora disponibili nellintero mercato mondiale..Maggiori informazioni signor Michele Pellizzer 335 57 47 950 no perditempo grazie 
  
 Nota bene, alcuni dettagli presenti nella descrizione delle vetture potrebbero contenere alcuni involontari errori, si prega di chiedere sempre conferma di tutte le caratteristiche presenti nella descrizione online delle vetture.",https://www.subito.it/auto/ferrari-208-gts-unico-proprietario-pari-al-nuovo-vicenza-327417026.htm,01/1982,75000,Manuale,79000
282,284,Ferrari 308 gts carburatori 1979,208/308/328/GTO,"Vendesi stupendo esemplare di Ferrari 308 a carburatori nella versione GTS dotato di aria condizionata interni in pelle totale , completamente revisionata nella meccanica e nella carrozzeria auto da sogno veramente perfetta in ogni particolare dai cerchi alla carrozzeria agli interni.. iscritta ASI doppie chiavi ,meccanicamente un orologio.. maggiori informazioni signor Michele Pellizzer tel 3355747950 ottimo investimento e sicura rivalutazione per questa mitica Ferrari PREGASI ASTENERSI CURIOSI E PERDITEMPO. 
  
 Nota bene, alcuni dettagli presenti nella descrizione delle vetture potrebbero contenere alcuni involontari errori, si prega di chiedere sempre conferma di tutte le caratteristiche presenti nella descrizione online delle vetture.",https://www.subito.it/auto/ferrari-308-gts-carburatori-1979-vicenza-327416986.htm,11/1979,45000,Manuale,99900
283,285,Ferrari 208 dino gt4,208/308/328/GTO,"auto in condizioni esattamente pari al nuovo.. completamente restaurata nella carrozzeria del tipo smontata completamente portata a lamiera e riverniciata col suo colore originale secondo gli schemi dell'epoca...ben 265 ore di lavoro più materiali di consumo.... interni perfetti ,meccanica nuova ,gomme 0 km ,cerchi perfetti, auto dal fascino irresistibile in questa rarissima colorazione..stupenda..condizioni maniacali maggiori informazioni signor Michele Pellizzer 335 57 47 950 no perditempo grazie, auto curatissima quindi in ogni minimo particolare.... a nostro giudizio forse una delle Dino più belle esistenti in commercio 
  
 Nota bene, alcuni dettagli presenti nella descrizione delle vetture potrebbero contenere alcuni involontari errori, si prega di chiedere sempre conferma di tutte le caratteristiche presenti nella descrizione online delle vetture.",https://www.subito.it/auto/ferrari-208-dino-gt4-vicenza-327415274.htm,01/1970,30000,Manuale,56000
284,286,FERRARI 308 GTBi PARI AL NUOVO,208/308/328/GTO,"Auto in condizioni praticamente uniche veramente perfetta in ogni suo minimo dettaglio, carrozzeria interni meccanica da sogno......gommata al nuovo, cerchi perfetti,appena sostituito cinghia di distribuzione con relativi cuscinetti paraoli olio motore revisione totale pinze freni ,ammortizzatori anteriori nuovi,tutto rivisto in ogni minimo dettaglio.. molte fatture in originale Ferrari con pezzi di ricambio originali sostituiti nel mese di marzo 2016..auto praticamente perfetta, costruita in poco più di 200 unità..rarissima....iscritta ASI doppie chiavi originali,libretti Ferrari disponibili..maggiori informazioni signor Michele Pellizzzer 335 57 47 950. 
  
 Nota bene, alcuni dettagli presenti nella descrizione delle vetture potrebbero contenere alcuni involontari errori, si prega di chiedere sempre conferma di tutte le caratteristiche presenti nella descrizione online delle vetture.",https://www.subito.it/auto/ferrari-308-gtbi-pari-al-nuovo-vicenza-327415036.htm,01/1982,35000,Manuale,89000
285,287,Ferrari f355 unica nel suo genere - 1995,F355,"Autovettura stupenda dotata di un colore denominato Blu Swaters Met che la rende unica nel suo genere: 
  
 - uscita di fabbrica con sedili a guscio in carbonio rivestiti in pelle ed alcantara  
 - libretto tagliandi 
 - trousse in pelle con relativi libretti uso e manutenzione e garanzie disponibili 
 - doppia chiave disponibile 
 - gommata 
  
 Veicolo molto bello, maggiori informazioni al 335 5747 950 Michele Pellizzer",https://www.subito.it/auto/ferrari-f355-unica-nel-suo-genere-1995-vicenza-327414434.htm,01/1995,45000,Manuale,83500
286,288,Ferrari 360 spider,360,"Autovettura pari al nuovo , Sempre Tagliandata Ferrari Maranello , Unico Proprietario Precedente, Interni in pelle nera con Cuciture Gialla , Km 30.000. Appena Tagliandata con sostituzioni Cinghie , Olio Motore e Olio Cambio. Astenersi Sognatori e perditempo. Per contatti 340/2400673. Davide.",https://www.subito.it/auto/ferrari-360-spider-avellino-297337396.htm,07/2003,35000,Sequenziale,86000
287,289,FERRARI Testarossa/512 TR - 1989,Testarossa/512 TR,"Ottima di tutto. Carrozzeria, meccanica, interni, pneumatici.Per un contatto immediato, SERGIO, tel. 348.2649098.",https://www.subito.it/auto/ferrari-testarossa-512-tr-1989-torino-250369698.htm,1989,4000044999,-,110000
288,290,FERRARI 400 Valuto permute,Altro modello,"Chilometraggio: 34000 
 Condizioni: d'epoca 
 Immatricolazione: 04/1982 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Manuale 
  
  
  
 Ferrari 400i cambio meccanico 5 marce colorazione meravigliosa blu pastello interno beige una delle Ferrari più eleganti mai costruite auto di provenienza estera da nazionalizzare. Molti lavori eseguiti in officina Ferrari documentato da fatture veramente una vettura straordinaria.  .  ........VALUTO PERMUTE CON AUTO MODENA E D'EPOCA . . . . . Contatto whatsapp 3357418934. si riceve su appuntamento ..Tutti i nostri veicoli sono visionabili, in ogni parte. E' gradita la presenza di un Vostro tecnico di fiducia.Le informazioni potrebbero contenere delle imprecisioni involontarie. L'inserzione non ha valore contrattuale, ma solo informativo . 
 Rivenditore AUTOGOLD SRL",https://www.subito.it/auto/ferrari-400-valuto-permute-pistoia-327326819.htm,04/1982,34000,Manuale,85500
289,291,FERRARI 412  400. Valuto permute,412,"Chilometraggio: 34000 
 Condizioni: d'epoca 
 Immatricolazione: 04/1982 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Manuale 
  
  
  
 Ferrari 400i cambio meccanico 5 marce colorazione meravigliosa blu pastello interno beige una delle Ferrari più eleganti mai costruite auto di provenienza estera da nazionalizzare. Molti lavori eseguiti in officina Ferrari documentato da fatture veramente una vettura straordinaria.  .  ........VALUTO PERMUTE CON AUTO MODENA E D'EPOCA . . . . . Contatto whatsapp 3357418934. si riceve su appuntamento ..Tutti i nostri veicoli sono visionabili, in ogni parte. E' gradita la presenza di un Vostro tecnico di fiducia.Le informazioni potrebbero contenere delle imprecisioni involontarie. L'inserzione non ha valore contrattuale, ma solo informativo . 
 Rivenditore AUTOGOLD SRL",https://www.subito.it/auto/ferrari-412-400-valuto-permute-pistoia-252856209.htm,04/1982,34000,Manuale,85500
290,292,FERRARI 208 Turbo GTB,208/308/328/GTO,"Auto in perfette condizioni sempre seguita da officina Ferrari. Tutte le Fatture dei lavori disponibili. Distribuzione completa e tagliando eseguiti di recente. Rifacimento teste con sostituzione valvole eseguito da officina Ferrari. Interni pari al nuovo. Possibile incontro presso l'officina Ferrari che ne ha seguito la manutenzione negli ultimi 10 anni. 
 Giovanni 335-677.67.91 giovanni@brava.it",https://www.subito.it/auto/ferrari-208-turbo-gtb-genova-327258141.htm,05/1985,78598,-,62000
291,293,FERRARI Testarossa - 1991,Testarossa/512 TR,"BELLISSIMO FERRARI TESTAROSSA 
  
 AUTO PARI AL NUOVO 
  
 ANNO 1991 
  
 KM 10.000 
  
 PER INFO: 3349964869 
  
 CORTESEMENTE NO PERDITEMPO, CONTATTARE SOLO SE VERAMENTE INTERESSATI",https://www.subito.it/auto/ferrari-testarossa-1991-catania-297040446.htm,1991,50009999,Manuale,125000
294,296,Ferrari 458 italia strafull come nuova,458,"VENDO FERRARI 458 ITALIA 570 CV ANNO MARZO 2011, UNICO PROPIETARIO,KM 33500 CIRCA,TUTTI I TAGLIANDI UFFICIALI FERRARI ULTIMO 04/11/2019,PASTICCHE FRENI NUOVE,GOMME NUOVE,COLORE ROSSO CORSA (TETTO NERO FATTO ORIGINALE DALLA CASA MADRE FERRARI) KIT PELLICOLA TRASPARENTE,VETRI FUME',CLIMA,NAVIGATORE SATELLITARE,CONTAGIRI CON FONDO GIALLO,INTERNI IN PELLE PERSONALIZZATI SPECIALI,SEDILI ELETTRCI,CONSOLE CENTRALE IN CARBONIO,FRENI IN CARBOCERAMICA CON PINZE GIALLE,CERCHI DA 20""FORGIATI,SCUDETTI LATERALI SUI PARAFANGHI,VOLANTE IN CARBONIO E PELLE CON I LEDS,LEVE DEL CAMBIO IN CARBONIO,SENSORI DI PARCHEGGIO TELECAMERA POSTERIORE,SPECCHIETTI PIEGHEVOLI ELETTICAMENTE,FARI LED ED EXENO,BLUETOOTH MP3 USB CARICATORE CD,TELO COPRI AUTO FERRARI COPRI SEDILI FERRARI E COPRI VOLANTE FERRARI DOPPIE CHIAVI,SCARICHI SPORTIVI,STRAFULL NUOVA (UNICA PERSONALIZZATA)!!!! PAGATA OLTRE 270.000 NUOVAAA!!!!!TEL 3382133496",https://www.subito.it/auto/ferrari-458-italia-strafull-come-nuova-messina-327214642.htm,11/2011,32000,-,169990
295,297,Ferrari 360 spider tagliandata,360,"Anno 2002 
 Cinghie 2018 
 Gomme nuove 
 Nessun lavoro da eseguire 
  
 Valutiamo permute",https://www.subito.it/auto/ferrari-360-spider-tagliandata-alessandria-320061404.htm,05/2002,49000,-,89000
296,298,Ferrari Mondial Quattrovalvole 3000,Mondial,"È nera ed ha gli interni rossi. È del 1984. Tutta tagliandata e pronta all'uso. Qualsiasi prova, qualsiasi sfida nel trovare difetti ad un'auto di 36 anni. Ti sta aspettando. È una vera pantera. Il prezzo è molto poco trattabile e non vuole scocciatori e perditempo. Vuole cura e amore. Perché lei ne dà tanta. E le cose belle costano...40.000 euro ed è tua!",https://www.subito.it/auto/ferrari-mondial-quattrovalvole-3000-napoli-327200163.htm,03/1984,90000,-,40000
297,299,FERRARI 458 Italia DCT,458,"Chilometraggio: 37000 
 Condizioni: usato 
 Immatricolazione: 12/2012 
 Tipologia: Coupè 
 Carburante: Benzina 
 Tipo di cambio: Sequenziale 
  
 Sound system, Leve al volante, Immobilizzatore elettronico, Cerchi in lega, Antifurto, Lettore CD, Autoradio, Servosterzo, Interni in pelle, Controllo automatico clima, Climatizzatore, Chiusura centralizzata, Boardcomputer, Alzacristalli elettrici, Fari Xenon, ESP, Controllo trazione, Airbag Passeggero, Airbag laterali, Airbag, ABS 
  
 FERRARI 458 ITALIA 
 KM 37000 
  
  
 OPTIONAL 
 TAGLINDI UFFICIALI VERIFICABILI FERRARI 
 AUTO UFFICIALE  
 SISTEMA AFS 
 PELLICOLA ANTI STONE CHIPPING 
 KIT CARBONIO 
 VOLANTE ZONA LED 
 SCUDETTI FERRARI 
 CARBON CERAMICA 
  
  
  
 CONTATTATECI PRIMA DI ARRIVARE PER SAPERE IN QUALE SEDE SI TROVA LA VETTURA 
  
 VENITECI A TROVARE NELLE NOSTRE SEDI DI ROMA NORD  
  
 POSSIBILITA' DI NOLEGGIO A LUNGO TERMINE SU AUTO NUOVE!!!!!! 
  
 ((( INCENDIO E FURTO CON VALORE A NUOVO 4 ANNI !! ))) 
  
  
  
 USCITA RAI FLAMINIA DEL G.R.A. ROMA NORD 
  
 PARCO AUTO DI OLTRE 600 VETTURE DI OGNI TIPO  
 SI TRATTANO SOLO AUTO UFFICIALI E CERTIFICATE  
  
 FINANZIAMENTI IN SEDE CON TASSI AGEVOLATI 
 NOLEGGIO A LUNGO TERMINE  
 GARANZIA ANCHE ESTESA CONTATTACI !!! 
  
  
  
 : LE NOSTRE AUTO SONO PREPARATE A DOVERE DALLA AZIENDA LEADER NE SETTORE BEAUTY CAR 
 - SANIFICAZIONE INTERNI CONTRO GERMI E BATTERI 
 -IGIENIZZAZIONE COMPLETA DEL VANO POSTERIORE E SOTTO RUOTO 
 -LAVAGGIO E PULITURA PROFONDA DEI TESSUTI COMPRESO IL CIELO 
 -LUCIDATURA CON NANO TECNOLOGIA 
 -TAGLIANDO PRECONSEGNA 
 -GARANZIA TOP PER 12 MESI 24 MESI SE RICHIESTA 
  
 Nota bene:La dotazione tecnica e gli accessori indicati nella presente scheda potrebbero non coincidere con leffettivo equipaggiamento del veicolo 
 SportivaRoma Automobili declina ogni responsabilità per eventuali involontarie incongruenze, che non rappresentano in alcun modo un i 
 Rivenditore SPORTIVA SRLS AUTOMOBILI",https://www.subito.it/auto/ferrari-458-italia-dct-roma-313025308.htm,12/2012,37000,Sequenziale,139800
298,300,FERRARI 208 GTS Turbo Intercooler -ASI - 1988,208/308/328/GTO,"FERRARI 208 GTS TURBO INTERCOOLER - F 106 AS TP del 1988, vettura di interesse collezionistico e storico di sicura rivalutazione nel tempo, iscritta all'ASI come auto storica per poter usufruire di alcuni vantaggi come bollo, assicurazione. Targhe bianche con sigla provincia di prima immatricolazione del 1988, solo 4 precedenti proprietari e percorsi solo km. 30.300. Essendo stata ferma per molti anni, nel 2019 è stato fatto un grosso intervento di conservazione ed il tagliando completo (disponibile fattura di ? 15.000), è stato controllato il motore e sostituite le valvole, pompa benzina nuova, centralina nuova, turbina nuova, cambio revisionato, iniezione revisionata, sostituiti ammortizzatori, batteria e pneumatici nuovi, dischi freno e pastiglie nuovi, scatola sterzo revisionata, tutte le cinghie nuove, liquidi e filtri nuovi. La carrozzeria è stata totalmente riverniciata del suo colore rosso originale, gli interni di colore beige sono ancora i suoi originali, solo trattata e pulita la pelle e rifatti i tappeti. Accessoriata con Abs, cerchi in lega, climatizzatore, predisposizione autoradio, chiusura centralizzata, vetri elettrici, custodia tetto in pelle nera, telo copri auto. Pronta per un uso immediato.  
  
 NUOVO PREZZO RIBASSATO 
  
 Passaggio di proprietà escluso dal prezzo. 
  
 Possibile visionarla in sede a Castegnato, si riceve solo su appuntamento e preferibilmente di pomeriggio. 
  
 Per qualsiasi informazione o per fissare un appuntamento, contattare Giuliano Gavazzi al Cell-WhatsApp (+39) 339 1534734. 
  
 La Dosselli Motors Classic declina ogni responsabilità per eventuali involontarie incongruenze nella descrizione della vettura, quanto indicato non ha pertanto valore contrattuale ma solo informativo.",https://www.subito.it/auto/ferrari-208-gts-turbo-intercooler-asi-1988-brescia-327131781.htm,01/1988,30300,Manuale,65900
